,epochs,beta,lr,total_loss,RCE_mol_loss,RCE_prop_loss,KLD_loss,total_loss_te,RCE_mol_loss_te,RCE_prop_loss_te,KLD_loss_te
0,1,0.02,3.088161777508183e-07,202.36480877850508,95.96619807062922,0.0,5319.93042652027,,,,
1,1,0.02,6.176323555016366e-07,214.17433166503906,99.58716773986816,0.0,5729.3583984375,,,,
2,1,0.02,9.264485332524549e-07,210.4160551183364,99.58644373276654,0.0,5541.48046875,,,,
3,1,0.02,1.2352647110032732e-06,211.16178512573242,98.31766319274902,0.0,5642.2061767578125,,,,
4,1,0.02,1.5440808887540917e-06,202.78746481502756,94.99798224954044,0.0,5389.47403492647,,,,
5,1,0.02,1.8528970665049098e-06,185.2949462890625,85.48165806361607,0.0,4990.664397321429,,,,
6,1,0.02,2.1617132442557283e-06,197.34302867542613,92.62321148496686,0.0,5235.990826231061,,,,
7,1,0.02,2.4705294220065464e-06,175.05674574110242,82.43105061848958,0.0,4631.284939236111,,,,
8,1,0.02,2.779345599757365e-06,174.99891183035714,82.55632149832589,0.0,4622.129575892857,,,,
9,1,0.02,3.0881617775081834e-06,189.35237260298297,92.95606023615056,0.0,4819.815814393939,,,,
10,1,0.02,3.3969779552590015e-06,176.26502162388394,87.14293561662946,0.0,4456.104464285714,,,,
11,1,0.02,3.7057941330098196e-06,170.39861342486213,84.60315300436581,0.0,4289.772920496323,,,,
12,1,0.02,4.014610310760638e-06,155.8722127278646,76.1765365600586,0.0,3984.783745659722,,,,
13,1,0.02,4.323426488511457e-06,181.2570052608367,92.40507654989919,0.0,4442.596585181452,,,,
14,1,0.02,4.632242666262275e-06,160.1143983783144,80.8932559851444,0.0,3961.0572916666665,,,,
15,1,0.02,4.941058844013093e-06,162.88727569580078,83.20426940917969,0.0,3984.1504516601562,,,,
16,1,0.02,5.249875021763911e-06,155.111259691643,81.34974531693892,0.0,3688.0756392045455,,,,
17,1,0.02,5.55869119951473e-06,138.29224853515626,71.30928606305804,0.0,3349.1482142857144,,,,
18,1,0.02,5.867507377265548e-06,134.7890421549479,71.28852250840929,0.0,3175.0261501736113,,,,
19,1,0.02,6.176323555016367e-06,140.9167683919271,75.0121182528409,0.0,3295.232599431818,,,,
20,1,0.02,6.4851397327671845e-06,131.3927228655134,73.33028738839286,0.0,2903.1219308035716,,,,
21,1,0.02,6.793955910518003e-06,123.65495011613176,69.6070185480891,0.0,2702.3966427364867,,,,
22,1,0.02,7.1027720882688215e-06,118.00737561677632,67.48941441586143,0.0,2525.898129111842,,,,
23,1,0.02,7.411588266019639e-06,115.99876912434895,67.22883690728082,0.0,2438.4966905381943,,,,
24,1,0.02,7.720404443770459e-06,124.18448368195564,72.26929006268901,0.0,2595.759734122984,,,,
25,1,0.02,8.029220621521276e-06,117.41659186868107,69.79120142319623,0.0,2381.26953125,,,,
26,1,0.02,8.338036799272096e-06,119.785479510272,72.23822021484375,0.0,2377.362883391204,,,,
27,1,0.02,8.646852977022913e-06,101.96960762219551,63.371531951121796,0.0,1929.9036458333333,,,,
28,1,0.02,8.955669154773731e-06,112.91258951822917,69.84281616210937,0.0,2153.488671875,,,,
29,1,0.02,9.079195625874058e-06,112.91258951822917,69.84281616210937,0.0,2153.488671875,91.0142242398016,72.16515842525575,0.0,942.4533129009544
30,2,0.04,9.388011803624876e-06,95.39911063058035,61.29835989815848,0.0,852.5187779017857,,,,
31,2,0.04,9.696827981375695e-06,79.46680811831826,51.15071668122944,0.0,707.9022923519736,,,,
32,2,0.04,1.0005644159126515e-05,84.11005336216517,57.19755161830357,0.0,672.8125837053572,,,,
33,2,0.04,1.0314460336877332e-05,74.46774379185268,50.9060546875,0.0,589.0422154017857,,,,
34,2,0.04,1.062327651462815e-05,73.60929391043527,52.22818516322545,0.0,534.5277413504464,,,,
35,2,0.04,1.093209269237897e-05,76.86973522555444,56.3638187531502,0.0,512.6478862147177,,,,
36,2,0.04,1.1240908870129787e-05,66.26796552870009,48.935569763183594,0.0,433.3098958333333,,,,
37,2,0.04,1.1549725047880606e-05,66.07926492130055,49.654116462258735,0.0,410.6286980124081,,,,
38,2,0.04,1.1858541225631424e-05,64.44629368637547,48.954625909978695,0.0,387.2917110558712,,,,
39,2,0.04,1.2167357403382242e-05,65.74809496330492,51.3027177290483,0.0,361.1344401041667,,,,
40,2,0.04,1.2476173581133061e-05,68.19165249528557,54.32316010573815,0.0,346.71231815732756,,,,
41,2,0.04,1.2784989758883879e-05,59.59148060191762,47.143341064453125,0.0,311.2034875118371,,,,
42,2,0.04,1.3093805936634696e-05,54.815592997782936,43.458341031461146,0.0,283.93130740603885,,,,
43,2,0.04,1.3402622114385516e-05,61.711667952998994,50.563443091607866,0.0,278.7056490990423,,,,
44,2,0.04,1.3711438292136333e-05,56.05611192857897,46.21095894478463,0.0,246.12883696684966,,,,
45,2,0.04,1.4020254469887151e-05,54.40643048967634,44.90889630998884,0.0,237.43837890625,,,,
46,2,0.04,1.432907064763797e-05,54.98440282485064,46.18285773782169,0.0,220.03862807329963,,,,
47,2,0.04,1.4637886825388788e-05,53.372958592006135,44.9826089314052,0.0,209.7587650844029,,,,
48,2,0.04,1.4946703003139606e-05,56.208224388860884,47.842943745274695,0.0,209.1320052608367,,,,
49,2,0.04,1.5255519180890425e-05,52.183502197265625,44.6851630933357,0.0,187.45849239464962,,,,
50,2,0.04,1.5564335358641243e-05,52.18218006807215,45.20051933737362,0.0,174.5415469898897,,,,
51,2,0.04,1.5873151536392062e-05,48.252225308804896,41.70232411977407,0.0,163.74754869615708,,,,
52,2,0.04,1.618196771414288e-05,49.59941101074219,43.19921684265137,0.0,160.0048484802246,,,,
53,2,0.04,1.6490783891893698e-05,46.03295474582248,40.16430452134874,0.0,146.71627468532986,,,,
54,2,0.04,1.6799600069644517e-05,44.50892680400127,38.86854429502745,0.0,141.0095891179265,,,,
55,2,0.04,1.7108416247395336e-05,45.537649618612754,40.64859338708826,0.0,122.22640743771115,,,,
