,epochs,beta,lr,total_loss,RCE_mol_loss,RCE_prop_loss,KLD_loss,total_loss_te,RCE_mol_loss_te,RCE_prop_loss_te,KLD_loss_te
0,1,0.02,3.088161777508183e-07,154.48031123991936,129.53884789251512,0.0,1247.073210685484,,,,
1,1,0.02,6.176323555016366e-07,148.9443759918213,124.93308067321777,0.0,1200.5647583007812,,,,
2,1,0.02,9.264485332524549e-07,152.52643839518228,128.06591796875,0.0,1223.02607421875,,,,
3,1,0.02,1.2352647110032732e-06,142.71286964416504,119.62713050842285,0.0,1154.2870178222656,,,,
4,1,0.02,1.5440808887540917e-06,151.39359012726814,127.17712993006552,0.0,1210.823021673387,,,,
5,1,0.02,1.8528970665049098e-06,142.0493293531013,119.26686789772727,0.0,1139.1230616714015,,,,
6,1,0.02,2.1617132442557283e-06,144.7372646331787,121.46782302856445,0.0,1163.4720916748047,,,,
7,1,0.02,2.4705294220065464e-06,149.0235040838068,125.18309992009944,0.0,1192.0203006628788,,,,
8,1,0.02,2.779345599757365e-06,154.98051206527217,130.32799111643146,0.0,1232.6259765625,,,,
9,1,0.02,3.0881617775081834e-06,163.44743129185267,137.61718532017298,0.0,1291.51220703125,,,,
10,1,0.02,3.3969779552590015e-06,157.74468180338542,132.62439982096353,0.0,1256.014111328125,,,,
11,1,0.02,3.7057941330098196e-06,157.96674004916488,133.1121826171875,0.0,1242.7280441810344,,,,
12,1,0.02,4.014610310760638e-06,150.53573313067037,126.98573549332157,0.0,1177.499968497984,,,,
13,1,0.02,4.323426488511457e-06,137.94350548946497,116.2609326911695,0.0,1084.1285955255682,,,,
14,1,0.02,4.632242666262275e-06,146.98179577242942,124.09012726814517,0.0,1144.5834330897178,,,,
15,1,0.02,4.941058844013093e-06,160.67172580295139,135.7712357132523,0.0,1245.0245949074074,,,,
16,1,0.02,5.249875021763911e-06,140.21374893188477,118.51370811462402,0.0,1085.0020446777344,,,,
17,1,0.02,5.55869119951473e-06,139.18938064575195,117.68564987182617,0.0,1075.186538696289,,,,
18,1,0.02,5.867507377265548e-06,133.09786339962122,112.69927608605587,0.0,1019.9293915719697,,,,
19,1,0.02,6.176323555016367e-06,138.16865921020508,117.33152770996094,0.0,1041.8565979003906,,,,
20,1,0.02,6.4851397327671845e-06,140.93917748235887,119.737790999874,0.0,1060.0693359375,,,,
21,1,0.02,6.793955910518003e-06,152.73667471749442,130.0924028669085,0.0,1132.2134660993304,,,,
22,1,0.02,7.1027720882688215e-06,134.33030700683594,114.45171165466309,0.0,993.9297943115234,,,,
23,1,0.02,7.411588266019639e-06,128.0914824514678,108.83940170750473,0.0,962.6041666666666,,,,
24,1,0.02,7.720404443770459e-06,140.75614738464355,120.13937377929688,0.0,1030.8387145996094,,,,
25,1,0.02,8.029220621521276e-06,122.52486049107142,104.62489536830357,0.0,894.9981724330357,,,,
26,1,0.02,8.338036799272096e-06,127.25268369732481,108.74796549479167,0.0,925.2358546401515,,,,
27,1,0.02,8.646852977022913e-06,143.7617776804957,123.17948755724677,0.0,1029.1144430226293,,,,
28,1,0.02,8.955669154773731e-06,120.92624162946429,103.72645263671875,0.0,859.9895228794643,,,,
29,1,0.02,9.26448533252455e-06,139.6482173374721,120.0937260219029,0.0,977.724626813616,,,,
30,1,0.02,9.573301510275368e-06,139.91855384563578,120.22565328663794,0.0,984.6451037176724,,,,
31,1,0.02,9.882117688026186e-06,132.12266845703124,113.93078816731771,0.0,909.5941243489583,,,,
32,1,0.02,1.0190933865777005e-05,117.15316125118372,100.89604233250473,0.0,812.8558830492424,,,,
33,1,0.02,1.0499750043527823e-05,112.75013253348214,97.26748744419643,0.0,774.1322544642857,,,,
34,1,0.02,1.0808566221278642e-05,109.92626274956598,94.92735460069444,0.0,749.9453803168403,,,,
35,1,0.02,1.111738239902946e-05,122.21635335286459,105.78072509765624,0.0,821.7814453125,,,,
36,1,0.02,1.1426198576780279e-05,111.8413622307055,96.85275361032197,0.0,749.4304569128788,,,,
37,1,0.02,1.1735014754531097e-05,119.03397492439517,103.15682884954637,0.0,793.8572486139113,,,,
38,1,0.02,1.2043830932281914e-05,121.14949872416835,105.245361328125,0.0,795.2068264868951,,,,
39,1,0.02,1.2352647110032734e-05,117.08984375,101.81697131741431,0.0,763.6436176915323,,,,
40,1,0.02,1.2661463287783551e-05,107.98667953953598,94.03547992128314,0.0,697.560029000947,,,,
41,1,0.02,1.2970279465534369e-05,106.43792545094209,92.8040376551011,0.0,681.6944077435662,,,,
42,1,0.02,1.3279095643285188e-05,119.71141315328664,104.5752374057112,0.0,756.8087284482758,,,,
43,1,0.02,1.3587911821036006e-05,116.9922295932112,102.27652924636314,0.0,735.7850636449353,,,,
44,1,0.02,1.3896727998786824e-05,107.49860997353831,93.92259954637096,0.0,678.8005134828629,,,,
45,1,0.02,1.4205544176537643e-05,103.73659896850586,90.99820899963379,0.0,636.9194869995117,,,,
46,1,0.02,1.451436035428846e-05,103.10034790039063,90.42073872884114,0.0,633.9803873697916,,,,
47,1,0.02,1.4823176532039278e-05,101.28101767263105,88.93054789881552,0.0,617.5235320060484,,,,
48,1,0.02,1.5131992709790098e-05,90.82930162217882,79.83193800184462,0.0,549.8681572808159,,,,
49,1,0.02,1.5440808887540917e-05,104.92337646484376,92.38116658528646,0.0,627.1104410807292,,,,
50,1,0.02,1.5749625065291736e-05,98.02029825846354,86.29881795247395,0.0,586.074072265625,,,,
51,1,0.02,1.6058441243042552e-05,99.63764241536458,87.93317362467448,0.0,585.2235514322916,,,,
52,1,0.02,1.6367257420793372e-05,88.83351458925189,78.4599600127249,0.0,518.6777491714015,,,,
53,1,0.02,1.667607359854419e-05,94.76175222089213,83.74190398185483,0.0,550.992423765121,,,,
54,1,0.02,1.6984889776295007e-05,95.14163700226814,84.43456243699596,0.0,535.353775516633,,,,
55,1,0.02,1.7293705954045827e-05,98.12932297279094,87.33331719760237,0.0,539.8002087823276,,,,
56,1,0.02,1.7602522131796646e-05,97.18996666217673,86.53613491716057,0.0,532.6915830414871,,,,
57,1,0.02,1.7911338309547462e-05,82.12832462086396,73.03198331945083,0.0,454.8171745749081,,,,
58,1,0.02,1.822015448729828e-05,89.81810099283854,80.3274648030599,0.0,474.53191731770835,,,,
59,1,0.02,1.85289706650491e-05,76.73181977143159,68.7507794354413,0.0,399.05212732263516,,,,
60,1,0.02,1.8837786842799917e-05,87.15055794551455,77.99980110957705,0.0,457.53792598329744,,,,
61,1,0.02,1.9146603020550736e-05,88.91142009866648,80.09129701811692,0.0,441.0062045393319,,,,
62,1,0.02,1.9455419198301555e-05,86.25809452451509,77.73855064655173,0.0,425.9771686422414,,,,
63,1,0.02,1.976423537605237e-05,83.35532188415527,75.35117244720459,0.0,400.20743560791016,,,,
64,1,0.02,2.007305155380319e-05,78.59066677093506,71.02487182617188,0.0,378.2897720336914,,,,
65,1,0.02,2.038186773155401e-05,82.60142993927002,75.3475112915039,0.0,362.6959915161133,,,,
66,1,0.02,2.069068390930483e-05,76.14968576738912,69.27474188035534,0.0,343.74725538684476,,,,
67,1,0.02,2.0999500087055645e-05,71.32050715266047,65.18777383340371,0.0,306.63671215160474,,,,
68,1,0.02,2.1308316264806465e-05,78.21588541666667,71.62515360514323,0.0,329.53656412760415,,,,
69,1,0.02,2.1617132442557284e-05,74.42203683564158,68.40403331409802,0.0,300.90022416548294,,,,
70,1,0.02,2.19259486203081e-05,78.54085591634114,72.57105611165365,0.0,298.4900431315104,,,,
71,1,0.02,2.223476479805892e-05,71.1975609564012,65.9795433782762,0.0,260.90086709299396,,,,
72,1,0.02,2.254358097580974e-05,75.59371652910787,70.34982201360887,0.0,262.19471789944555,,,,
73,1,0.02,2.2852397153560558e-05,69.40873764500473,64.7569062204072,0.0,232.5916045217803,,,,
74,1,0.02,2.3161213331311374e-05,70.30740070343018,65.8465404510498,0.0,223.04298782348633,,,,
75,1,0.02,2.3470029509062193e-05,75.37952270507813,70.83028564453124,0.0,227.46188557942708,,,,
76,1,0.02,2.377884568681301e-05,74.51038877425655,70.22652804466986,0.0,214.19305223034274,,,,
77,1,0.02,2.408766186456383e-05,78.28628329573006,74.09611458613955,0.0,209.50838917699355,,,,
78,1,0.02,2.439647804231465e-05,66.6195321219308,63.41895228794643,0.0,160.02906668526785,,,,
79,1,0.02,2.4705294220065467e-05,65.17814418247768,62.008294677734376,0.0,158.4924787248884,,,,
80,1,0.02,2.5014110397816283e-05,73.93008524576823,70.7423309326172,0.0,159.3877197265625,,,,
