SMILES,logP,tPSA,QED
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,0.8596000000000001,97.97,0.7871395577774678
CC(=O)OC1=CC=CC=C1C(=O)O,1.3101,63.60000000000001,0.5501217966938848
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,3.8792000000000035,37.3,0.7342296115534325
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-1.0293,61.82,0.5384628262372215
